method,maxsize,instance,time,objective
mincut,50,N-tiw56r54_150,13.409718990325928,913355
mincut,50,N-tiw56r58_150,16.808993577957153,1154089
mincut,50,N-tiw56r66_150,8.326368570327759,1825710
mincut,50,N-tiw56r67_150,11.30412220954895,1949358
mincut,50,N-tiw56r72_150,5.662505626678467,2666198
mincut,60,N-be75eec_150,6.044662952423096,3322524
mincut,60,N-be75np_150,22.24377036094665,6871191
mincut,60,N-be75oi_150,6.520692825317383,2190044
mincut,60,N-be75tot_150,7.156474590301514,11722000
mincut,60,N-stabu1_150,57.80488967895508,2751161
mincut,60,N-stabu2_150,26.979411840438843,4133957
mincut,60,N-stabu3_150,7.6546311378479,4312481
mincut,60,N-t59b11xx_150,16.17865228652954,3084180
mincut,60,N-t59d11xx_150,67.74901676177979,1369006
mincut,60,N-t59f11xx_150,48.55141234397888,1452007
mincut,60,N-t59n11xx_150,5.098063230514526,305347
mincut,60,N-t65b11xx_150,7.060232162475586,6198864
mincut,60,N-t65d11xx_150,36.500569343566895,3358452
mincut,60,N-t65f11xx_150,9.457816123962402,3004696
mincut,60,N-t65l11xx_150,4.170137882232666,246460
mincut,60,N-t65n11xx_150,9.496529579162598,529796
mincut,60,N-t69r11xx_150,7.809088945388794,11294003
mincut,60,N-t70b11xx_150,52.57118463516235,9278721
mincut,60,N-t70d11xn_150,26.86012101173401,5543798
mincut,60,N-t70d11xx_150,66.49678325653076,5891330
mincut,60,N-t70f11xx_150,22.294665098190308,4865384
mincut,60,N-t70l11xx_150,6.306689977645874,420084
mincut,60,N-t70n11xx_150,19.33735203742981,905142
mincut,60,N-t74d11xx_150,54.1776933670044,8869276
mincut,60,N-t75d11xx_150,9.33752965927124,9141285
mincut,60,N-t75e11xx_150,8.463618278503418,39742973
mincut,60,N-t75k11xx_150,16.567042589187622,1456000
mincut,60,N-t75n11xx_150,11.30184769630432,1669907
mincut,60,N-tiw56n54_150,19.14331817626953,801144
mincut,60,N-tiw56n58_150,59.707886695861816,1096502
mincut,60,N-tiw56n62_150,76.1311981678009,1535940
mincut,60,N-tiw56n66_150,66.5984137058258,2004727
mincut,60,N-tiw56n67_150,29.317827463150024,2254830
mincut,60,N-tiw56n72_150,29.26138949394226,3913560
mincut,60,N-tiw56r54_150,81.09172368049622,918425
mincut,60,N-tiw56r58_150,95.31458806991576,1158565
mincut,60,N-tiw56r66_150,60.33068633079529,1837865
mincut,60,N-tiw56r67_150,71.33285474777222,1957757
mincut,60,N-tiw56r72_150,29.419966220855716,2681860
rborda,1,N-be75eec_150,0.0320658683776855,3285293
rborda,1,N-be75np_150,0.0221984386444091,6735618
rborda,1,N-be75oi_150,0.0272638797760009,2149197
rborda,1,N-be75tot_150,0.0235865116119384,11439081
rborda,1,N-stabu1_150,0.0213017463684082,2745077
rborda,1,N-stabu2_150,0.0226967334747314,4100512
rborda,1,N-stabu3_150,0.0217225551605224,4307868
rborda,1,N-t59b11xx_150,0.0241901874542236,3049290
rborda,1,N-t59d11xx_150,0.0252611637115478,1379579
rborda,1,N-t59f11xx_150,0.0234100818634033,1454691
rborda,1,N-t59n11xx_150,0.0238161087036132,303024
rborda,1,N-t65b11xx_150,0.0227878093719482,6092637
rborda,1,N-t65d11xx_150,0.0236687660217285,3351908
rborda,1,N-t65f11xx_150,0.0217695236206054,2959381
rborda,1,N-t65l11xx_150,0.0272598266601562,237878
rborda,1,N-t65n11xx_150,0.0228111743927001,517459
rborda,1,N-t69r11xx_150,0.0244903564453125,11096873
rborda,1,N-t70b11xx_150,0.0250682830810546,8973797
rborda,1,N-t70d11xn_150,0.0205819606781005,5456735
rborda,1,N-t70d11xx_150,0.0251791477203369,5809391
rborda,1,N-t70f11xx_150,0.0295443534851074,4892428
rborda,1,N-t70l11xx_150,0.0266773700714111,404076
rborda,1,N-t70n11xx_150,0.0217866897583007,896872
rborda,1,N-t74d11xx_150,0.0202116966247558,8889615
rborda,1,N-t75d11xx_150,0.0243780612945556,9157310
rborda,1,N-t75e11xx_150,0.0218348503112792,38916117
rborda,1,N-t75k11xx_150,0.0221011638641357,1441378
rborda,1,N-t75n11xx_150,0.0234835147857666,1623702
rborda,1,N-tiw56n54_150,0.0210886001586914,794627
rborda,1,N-tiw56n58_150,0.020803689956665,1090843
rborda,1,N-tiw56n62_150,0.0226445198059082,1518191
rborda,1,N-tiw56n66_150,0.0208051204681396,1970845
rborda,1,N-tiw56n67_150,0.0205445289611816,2206210
rborda,1,N-tiw56n72_150,0.0206437110900878,3865320
rborda,1,N-tiw56r54_150,0.0216681957244873,911474
rborda,1,N-tiw56r58_150,0.0206706523895263,1155343
rborda,1,N-tiw56r66_150,0.0224997997283935,1807691
rborda,1,N-tiw56r67_150,0.0207691192626953,1915468
rborda,1,N-tiw56r72_150,0.022789716720581,2614852
rborda,10,N-be75eec_150,0.0794739723205566,3285780
rborda,10,N-be75np_150,0.0686163902282714,6738428
rborda,10,N-be75oi_150,0.069448709487915,2149742
rborda,10,N-be75tot_150,0.0699398517608642,11446695
rborda,10,N-stabu1_150,0.0703499317169189,2746000
rborda,10,N-stabu2_150,0.0718255043029785,4104076
rborda,10,N-stabu3_150,0.0701332092285156,4309822
rborda,10,N-t59b11xx_150,0.0696969032287597,3051000
rborda,10,N-t59d11xx_150,0.0688526630401611,1381037
rborda,10,N-t59f11xx_150,0.0618469715118408,1455071
rborda,10,N-t59n11xx_150,0.0615408420562744,303213
rborda,10,N-t65b11xx_150,0.061185598373413,6095733
rborda,10,N-t65d11xx_150,0.0639829635620117,3353926
rborda,10,N-t65f11xx_150,0.064821720123291,2961720
rborda,10,N-t65l11xx_150,0.0611088275909423,237960
rborda,10,N-t65n11xx_150,0.0678417682647705,517853
rborda,10,N-t69r11xx_150,0.0610899925231933,11100353
rborda,10,N-t70b11xx_150,0.0666289329528808,8979706
rborda,10,N-t70d11xn_150,0.0645723342895507,5462979
rborda,10,N-t70d11xx_150,0.0644257068634033,5815079
rborda,10,N-t70f11xx_150,0.0636670589447021,4897708
rborda,10,N-t70l11xx_150,0.0633196830749511,404175
rborda,10,N-t70n11xx_150,0.0652375221252441,897115
rborda,10,N-t74d11xx_150,0.0650491714477539,8893542
rborda,10,N-t75d11xx_150,0.0675265789031982,9164063
rborda,10,N-t75e11xx_150,0.0647382736206054,38932495
rborda,10,N-t75k11xx_150,0.0680263042449951,1442253
rborda,10,N-t75n11xx_150,0.0721964836120605,1624796
rborda,10,N-tiw56n54_150,0.0622711181640625,795803
rborda,10,N-tiw56n58_150,0.061586856842041,1091547
rborda,10,N-tiw56n62_150,0.0689218044281005,1518759
rborda,10,N-tiw56n66_150,0.0661098957061767,1973601
rborda,10,N-tiw56n67_150,0.0620250701904296,2207493
rborda,10,N-tiw56n72_150,0.0649909973144531,3866615
rborda,10,N-tiw56r54_150,0.0666162967681884,911939
rborda,10,N-tiw56r58_150,0.0775411128997802,1156531
rborda,10,N-tiw56r66_150,0.0613713264465332,1809284
rborda,10,N-tiw56r67_150,0.0687136650085449,1916434
rborda,10,N-tiw56r72_150,0.0664591789245605,2616143
rborda,20,N-be75eec_150,0.1371293067932129,3291107
rborda,20,N-be75np_150,0.1084370613098144,6753977
rborda,20,N-be75oi_150,0.1594984531402588,2151880
rborda,20,N-be75tot_150,0.1222577095031738,11460831
rborda,20,N-stabu1_150,0.1379041671752929,2750208
rborda,20,N-stabu2_150,0.1596407890319824,4113465
rborda,20,N-stabu3_150,0.1360323429107666,4317375
rborda,20,N-t59b11xx_150,0.1755993366241455,3061725
rborda,20,N-t59d11xx_150,0.1657907962799072,1387756
rborda,20,N-t59f11xx_150,0.1223359107971191,1457872
rborda,20,N-t59n11xx_150,0.1405210494995117,303849
rborda,20,N-t65b11xx_150,0.1379852294921875,6106267
rborda,20,N-t65d11xx_150,0.1648499965667724,3362863
rborda,20,N-t65f11xx_150,0.1251120567321777,2966297
rborda,20,N-t65l11xx_150,0.1198310852050781,238349
rborda,20,N-t65n11xx_150,0.1432652473449707,519127
rborda,20,N-t69r11xx_150,0.1222856044769287,11116659
rborda,20,N-t70b11xx_150,0.1267256736755371,9000526
rborda,20,N-t70d11xn_150,0.1683695316314697,5490214
rborda,20,N-t70d11xx_150,0.1635560989379882,5834993
rborda,20,N-t70f11xx_150,0.1447494029998779,4911458
rborda,20,N-t70l11xx_150,0.1421566009521484,404502
rborda,20,N-t70n11xx_150,0.1657791137695312,899155
rborda,20,N-t74d11xx_150,0.1613600254058838,8913692
rborda,20,N-t75d11xx_150,0.1706023216247558,9184345
rborda,20,N-t75e11xx_150,0.1650187969207763,39053971
rborda,20,N-t75k11xx_150,0.1576952934265136,1448780
rborda,20,N-t75n11xx_150,0.1628379821777343,1629747
rborda,20,N-tiw56n54_150,0.1298866271972656,797145
rborda,20,N-tiw56n58_150,0.137836217880249,1095286
rborda,20,N-tiw56n62_150,0.1691348552703857,1524654
rborda,20,N-tiw56n66_150,0.168630838394165,1980154
rborda,20,N-tiw56n67_150,0.1534502506256103,2212600
rborda,20,N-tiw56n72_150,0.1564061641693115,3881526
rborda,20,N-tiw56r54_150,0.140223741531372,914680
rborda,20,N-tiw56r58_150,0.1223020553588867,1159702
rborda,20,N-tiw56r66_150,0.1185903549194336,1812089
rborda,20,N-tiw56r67_150,0.1626427173614502,1921930
rborda,20,N-tiw56r72_150,0.1339302062988281,2620481
rborda,30,N-be75eec_150,0.1959228515625,3294748
rborda,30,N-be75np_150,0.1825747489929199,6764557
rborda,30,N-be75oi_150,0.1823031902313232,2152415
rborda,30,N-be75tot_150,0.1949596405029297,11486632
rborda,30,N-stabu1_150,0.1828932762145996,2752843
rborda,30,N-stabu2_150,0.2280869483947754,4117559
rborda,30,N-stabu3_150,0.1862893104553222,4322783
rborda,30,N-t59b11xx_150,0.1843900680541992,3061725
rborda,30,N-t59d11xx_150,0.1838951110839843,1389121
rborda,30,N-t59f11xx_150,0.1961758136749267,1461965
rborda,30,N-t59n11xx_150,0.1953728199005127,304067
rborda,30,N-t65b11xx_150,0.1865303516387939,6110789
rborda,30,N-t65d11xx_150,0.1993319988250732,3366114
rborda,30,N-t65f11xx_150,0.1808142662048339,2968386
rborda,30,N-t65l11xx_150,0.1892967224121093,238611
rborda,30,N-t65n11xx_150,0.1781082153320312,519734
rborda,30,N-t69r11xx_150,0.1819374561309814,11123742
rborda,30,N-t70b11xx_150,0.2095491886138916,9016981
rborda,30,N-t70d11xn_150,0.178926944732666,5492723
rborda,30,N-t70d11xx_150,0.1818370819091797,5843345
rborda,30,N-t70f11xx_150,0.1890733242034912,4917320
rborda,30,N-t70l11xx_150,0.288813829421997,405226
rborda,30,N-t70n11xx_150,0.2151668071746826,899260
rborda,30,N-t74d11xx_150,0.1848652362823486,8921886
rborda,30,N-t75d11xx_150,0.2004010677337646,9188449
rborda,30,N-t75e11xx_150,0.1764183044433593,39077539
rborda,30,N-t75k11xx_150,0.182446002960205,1449469
rborda,30,N-t75n11xx_150,0.1822664737701416,1631467
rborda,30,N-tiw56n54_150,0.2090213298797607,798356
rborda,30,N-tiw56n58_150,0.1894278526306152,1096773
rborda,30,N-tiw56n62_150,0.2029454708099365,1525308
rborda,30,N-tiw56n66_150,0.184403657913208,1980940
rborda,30,N-tiw56n67_150,0.1843421459197998,2213025
rborda,30,N-tiw56n72_150,0.1861326694488525,3882829
rborda,30,N-tiw56r54_150,0.1849701404571533,916337
rborda,30,N-tiw56r58_150,0.2544877529144287,1164183
rborda,30,N-tiw56r66_150,0.1892602443695068,1815789
rborda,30,N-tiw56r67_150,0.1931869983673095,1923787
rborda,30,N-tiw56r72_150,0.1794633865356445,2625576
rborda,40,N-be75eec_150,0.8365182876586914,3325658
rborda,40,N-be75np_150,0.7445399761199951,6802433
rborda,40,N-be75oi_150,0.9040954113006592,2161924
rborda,40,N-be75tot_150,0.6360025405883789,11534009
rborda,40,N-stabu1_150,0.9251482486724854,2768461
rborda,40,N-stabu2_150,1.3329882621765137,4136589
rborda,40,N-stabu3_150,0.3685894012451172,4338078
rborda,40,N-t59b11xx_150,1.6420071125030518,3089365
rborda,40,N-t59d11xx_150,1.1074841022491455,1397216
rborda,40,N-t59f11xx_150,1.0155553817749023,1472842
rborda,40,N-t59n11xx_150,0.6275749206542969,305704
rborda,40,N-t65b11xx_150,0.7360420227050781,6127459
rborda,40,N-t65d11xx_150,1.1185472011566162,3403533
rborda,40,N-t65f11xx_150,0.6759212017059326,2985549
rborda,40,N-t65l11xx_150,0.72198486328125,240360
rborda,40,N-t65n11xx_150,1.518387794494629,523533
rborda,40,N-t69r11xx_150,0.9399569034576416,11212082
rborda,40,N-t70b11xx_150,1.1834757328033447,9061639
rborda,40,N-t70d11xn_150,1.60547137260437,5538461
rborda,40,N-t70d11xx_150,1.8507421016693115,5875450
rborda,40,N-t70f11xx_150,0.5515420436859131,4927105
rborda,40,N-t70l11xx_150,0.5577113628387451,406808
rborda,40,N-t70n11xx_150,1.079411506652832,905929
rborda,40,N-t74d11xx_150,4.645460844039917,8993638
rborda,40,N-t75d11xx_150,1.0915918350219729,9265146
rborda,40,N-t75e11xx_150,0.7011957168579102,39242886
rborda,40,N-t75k11xx_150,1.205601930618286,1460103
rborda,40,N-t75n11xx_150,1.3458020687103271,1645219
rborda,40,N-tiw56n54_150,0.8047034740447998,803586
rborda,40,N-tiw56n58_150,1.0558922290802002,1103989
rborda,40,N-tiw56n62_150,0.7628393173217773,1535627
rborda,40,N-tiw56n66_150,1.1067233085632324,2002635
rborda,40,N-tiw56n67_150,1.2490832805633545,2222324
rborda,40,N-tiw56n72_150,0.6216752529144287,3899058
rborda,40,N-tiw56r54_150,1.850197553634644,920984
rborda,40,N-tiw56r58_150,0.3557968139648437,1164937
rborda,40,N-tiw56r66_150,1.4594135284423828,1836945
rborda,40,N-tiw56r67_150,1.104047775268555,1934324
rborda,40,N-tiw56r72_150,0.9301035404205322,2637440
rborda,50,N-be75eec_150,0.8708570003509521,3325658
rborda,50,N-be75np_150,1.111377477645874,6819364
rborda,50,N-be75oi_150,0.9264533519744872,2161924
rborda,50,N-be75tot_150,0.9039592742919922,11601127
rborda,50,N-stabu1_150,1.2458114624023438,2776959
rborda,50,N-stabu2_150,3.444942712783813,4147873
rborda,50,N-stabu3_150,2.914813041687012,4354495
rborda,50,N-t59b11xx_150,1.6209793090820312,3089365
rborda,50,N-t59d11xx_150,2.6531567573547363,1399154
rborda,50,N-t59f11xx_150,1.0113184452056885,1472842
rborda,50,N-t59n11xx_150,0.9119141101837158,306207
rborda,50,N-t65b11xx_150,1.84430193901062,6168974
rborda,50,N-t65d11xx_150,1.1733746528625488,3403533
rborda,50,N-t65f11xx_150,1.910850048065185,2996070
rborda,50,N-t65l11xx_150,0.671215295791626,240360
rborda,50,N-t65n11xx_150,1.5278031826019287,523533
rborda,50,N-t69r11xx_150,0.9604284763336182,11212082
rborda,50,N-t70b11xx_150,3.07706069946289,9081182
rborda,50,N-t70d11xn_150,1.5805020332336426,5538461
rborda,50,N-t70d11xx_150,1.7914583683013916,5875450
rborda,50,N-t70f11xx_150,2.237912654876709,4949471
rborda,50,N-t70l11xx_150,1.0088748931884766,407508
rborda,50,N-t70n11xx_150,1.0752894878387451,905929
rborda,50,N-t74d11xx_150,4.691310882568359,8993638
rborda,50,N-t75d11xx_150,1.084760665893555,9265146
rborda,50,N-t75e11xx_150,0.957710027694702,39308480
rborda,50,N-t75k11xx_150,1.2241551876068115,1460103
rborda,50,N-t75n11xx_150,1.3567557334899902,1645219
rborda,50,N-tiw56n54_150,1.5417022705078125,806258
rborda,50,N-tiw56n58_150,1.169339895248413,1106438
rborda,50,N-tiw56n62_150,3.096123218536377,1539392
rborda,50,N-tiw56n66_150,1.0459625720977783,2002635
rborda,50,N-tiw56n67_150,1.483867645263672,2226094
rborda,50,N-tiw56n72_150,0.8723936080932617,3904989
rborda,50,N-tiw56r54_150,2.3617193698883057,921846
rborda,50,N-tiw56r58_150,1.0707666873931885,1174355
rborda,50,N-tiw56r66_150,1.5290517807006836,1836945
rborda,50,N-tiw56r67_150,1.4377362728118896,1939887
rborda,50,N-tiw56r72_150,1.315108060836792,2643661
rborda,60,N-be75eec_150,0.843390703201294,3325658
rborda,60,N-be75np_150,1.1150965690612793,6819364
rborda,60,N-be75oi_150,0.9261476993560792,2161924
rborda,60,N-be75tot_150,0.8990120887756348,11601127
rborda,60,N-stabu1_150,1.2391579151153564,2776959
rborda,60,N-stabu2_150,3.463428020477295,4147873
rborda,60,N-stabu3_150,3.077877283096313,4354495
rborda,60,N-t59b11xx_150,1.707954168319702,3089365
rborda,60,N-t59d11xx_150,2.56984543800354,1399154
rborda,60,N-t59f11xx_150,1.0213322639465332,1472842
rborda,60,N-t59n11xx_150,0.8645358085632324,306207
rborda,60,N-t65b11xx_150,1.853788137435913,6168974
rborda,60,N-t65d11xx_150,1.094820261001587,3403533
rborda,60,N-t65f11xx_150,1.9071621894836424,2996070
rborda,60,N-t65l11xx_150,0.6707587242126465,240360
rborda,60,N-t65n11xx_150,1.4971539974212646,523533
rborda,60,N-t69r11xx_150,0.9283151626586914,11212082
rborda,60,N-t70b11xx_150,3.1729001998901367,9081182
rborda,60,N-t70d11xn_150,1.618738889694214,5538461
rborda,60,N-t70d11xx_150,1.8902547359466555,5875450
rborda,60,N-t70f11xx_150,2.309854507446289,4949471
rborda,60,N-t70l11xx_150,1.0197038650512695,407508
rborda,60,N-t70n11xx_150,1.0759527683258057,905929
rborda,60,N-t74d11xx_150,4.5773866176605225,8993638
rborda,60,N-t75d11xx_150,1.0472636222839355,9265146
rborda,60,N-t75e11xx_150,0.9332888126373292,39308480
rborda,60,N-t75k11xx_150,1.2319142818450928,1460103
rborda,60,N-t75n11xx_150,1.324859857559204,1645219
rborda,60,N-tiw56n54_150,1.522857427597046,806258
rborda,60,N-tiw56n58_150,1.2138338088989258,1106438
rborda,60,N-tiw56n62_150,3.0915675163269043,1539392
rborda,60,N-tiw56n66_150,1.0778772830963137,2002635
rborda,60,N-tiw56n67_150,1.5765430927276611,2226094
rborda,60,N-tiw56n72_150,0.9240365028381348,3904989
rborda,60,N-tiw56r54_150,2.4581611156463623,921846
rborda,60,N-tiw56r58_150,1.0325562953948977,1174355
rborda,60,N-tiw56r66_150,1.445406198501587,1836945
rborda,60,N-tiw56r67_150,1.327387809753418,1939887
rborda,60,N-tiw56r72_150,1.286301851272583,2643661
