N-be75eec_150,2.96824312210083,3203253
N-be75np_150,5.649385929107666,6558130
N-be75oi_150,1.4232466220855713,2163227
N-be75tot_150,7.565432548522949,11294001
N-stabu1_150,3.6732587814331055,2633159
N-stabu2_150,4.628906011581421,3989250
N-stabu3_150,4.731717824935913,4217354
N-t59b11xx_150,1.0129132270812988,2946480
N-t59d11xx_150,2.640381336212158,1292104
N-t59f11xx_150,2.272798538208008,1377682
N-t59n11xx_150,0.6125762462615967,297023
N-t65b11xx_150,4.7850587368011475,5893527
N-t65d11xx_150,4.21663236618042,3208347
N-t65f11xx_150,3.925290107727051,2896923
N-t65l11xx_150,0.3639378547668457,241699
N-t65n11xx_150,0.9915220737457275,513074
N-t69r11xx_150,5.533429145812988,10903752
N-t70b11xx_150,6.116373062133789,8927860
N-t70d11xn_150,6.025082349777222,5312169
N-t70d11xx_150,6.320044040679932,5613940
N-t70f11xx_150,5.271966934204102,4673513
N-t70l11xx_150,0.47635841369628906,407979
N-t70n11xx_150,1.3556561470031738,875070
N-t74d11xx_150,8.052550077438354,8629319
N-t75d11xx_150,8.147539854049683,8898902
N-t75e11xx_150,13.734554767608643,38720664
N-t75k11xx_150,2.203326463699341,1419475
N-t75n11xx_150,2.058589220046997,1628506
N-tiw56n54_150,1.6671814918518066,761731
N-tiw56n58_150,2.2261695861816406,1054307
N-tiw56n62_150,2.921851396560669,1501566
N-tiw56n66_150,3.3495357036590576,1926568
N-tiw56n67_150,3.243939161300659,2190167
N-tiw56n72_150,4.679032802581787,3837482
N-tiw56r54_150,1.7909033298492432,879600
N-tiw56r58_150,2.504455089569092,1123390
N-tiw56r66_150,3.25249981880188,1762149
N-tiw56r67_150,3.3017942905426025,1900218
N-tiw56r72_150,3.9634788036346436,2586873
