N-be75eec_150,6.044662952423096,3322524
N-be75np_150,22.243770360946655,6871191
N-be75oi_150,6.520692825317383,2190044
N-be75tot_150,7.156474590301514,11722000
N-stabu1_150,57.80488967895508,2751161
N-stabu2_150,26.979411840438843,4133957
N-stabu3_150,7.6546311378479,4312481
N-t59b11xx_150,16.17865228652954,3084180
N-t59d11xx_150,67.74901676177979,1369006
N-t59f11xx_150,48.55141234397888,1452007
N-t59n11xx_150,5.098063230514526,305347
N-t65b11xx_150,7.060232162475586,6198864
N-t65d11xx_150,36.500569343566895,3358452
N-t65f11xx_150,9.457816123962402,3004696
N-t65l11xx_150,4.170137882232666,246460
N-t65n11xx_150,9.496529579162598,529796
N-t69r11xx_150,7.809088945388794,11294003
N-t70b11xx_150,52.57118463516235,9278721
N-t70d11xn_150,26.86012101173401,5543798
N-t70d11xx_150,66.49678325653076,5891330
N-t70f11xx_150,22.294665098190308,4865384
N-t70l11xx_150,6.306689977645874,420084
N-t70n11xx_150,19.33735203742981,905142
N-t74d11xx_150,54.177693367004395,8869276
N-t75d11xx_150,9.33752965927124,9141285
N-t75e11xx_150,8.463618278503418,39742973
N-t75k11xx_150,16.567042589187622,1456000
N-t75n11xx_150,11.301847696304321,1669907
N-tiw56n54_150,19.14331817626953,801144
N-tiw56n58_150,59.707886695861816,1096502
N-tiw56n62_150,76.1311981678009,1535940
N-tiw56n66_150,66.5984137058258,2004727
N-tiw56n67_150,29.317827463150024,2254830
N-tiw56n72_150,29.26138949394226,3913560
N-tiw56r54_150,81.09172368049622,918425
N-tiw56r58_150,95.31458806991577,1158565
N-tiw56r66_150,60.33068633079529,1837865
N-tiw56r67_150,71.33285474777222,1957757
N-tiw56r72_150,29.419966220855713,2681860
